id,bbox,sick
Train_1281.jpg,"[0, 0, 64, 43]",1
Train_74.jpg,"[64, 0, 64, 43]",1
Train_1756.jpg,"[128, 0, 64, 43]",1
Train_1500.jpg,"[256, 0, 64, 43]",1
Train_1709.jpg,"[320, 0, 64, 43]",1
Train_1645.jpg,"[384, 0, 64, 43]",1
Train_1209.jpg,"[512, 0, 64, 43]",1
Train_482.jpg,"[640, 0, 64, 43]",1
Train_547.jpg,"[704, 0, 64, 43]",0
Train_1820.jpg,"[832, 0, 64, 43]",1
Train_185.jpg,"[896, 0, 64, 43]",1
Train_1040.jpg,"[960, 0, 64, 43]",1
Train_295.jpg,"[1024, 0, 64, 43]",0
Train_1077.jpg,"[1088, 0, 64, 43]",1
Train_1226.jpg,"[1152, 0, 64, 43]",1
Train_1416.jpg,"[1216, 0, 64, 43]",1
Train_1081.jpg,"[1280, 0, 64, 43]",1
Train_598.jpg,"[1408, 0, 64, 43]",1
Train_171.jpg,"[1472, 0, 64, 43]",1
Train_1013.jpg,"[1536, 0, 64, 43]",1
Train_872.jpg,"[1600, 0, 64, 43]",0
Train_786.jpg,"[1728, 0, 64, 43]",0
Train_263.jpg,"[1792, 0, 64, 43]",0
Train_633.jpg,"[0, 43, 64, 43]",1
Train_879.jpg,"[64, 43, 64, 43]",1
Train_1465.jpg,"[128, 43, 64, 43]",1
Train_682.jpg,"[192, 43, 64, 43]",1
Train_170.jpg,"[256, 43, 64, 43]",1
Train_272.jpg,"[320, 43, 64, 43]",1
Train_393.jpg,"[384, 43, 64, 43]",0
Train_823.jpg,"[448, 43, 64, 43]",1
Train_1664.jpg,"[512, 43, 64, 43]",1
Train_238.jpg,"[896, 43, 64, 43]",0
Train_1514.jpg,"[960, 43, 64, 43]",1
Train_754.jpg,"[1024, 43, 64, 43]",1
Train_788.jpg,"[1088, 43, 64, 43]",0
Train_1023.jpg,"[1152, 43, 64, 43]",1
Train_899.jpg,"[1216, 43, 64, 43]",1
Train_1594.jpg,"[1280, 43, 64, 43]",1
Train_1169.jpg,"[1344, 43, 64, 43]",1
Train_1205.jpg,"[1408, 43, 64, 43]",1
Train_857.jpg,"[1536, 43, 64, 43]",1
Train_853.jpg,"[1600, 43, 64, 43]",1
Train_1342.jpg,"[1664, 43, 64, 43]",1
Train_306.jpg,"[1728, 43, 64, 43]",1
Train_1375.jpg,"[0, 86, 64, 43]",1
Train_1197.jpg,"[64, 86, 64, 43]",1
Train_1078.jpg,"[128, 86, 64, 43]",1
Train_751.jpg,"[256, 86, 64, 43]",1
Train_274.jpg,"[320, 86, 64, 43]",1
Train_406.jpg,"[384, 86, 64, 43]",0
Train_1815.jpg,"[448, 86, 64, 43]",1
Train_1028.jpg,"[640, 86, 64, 43]",1
Train_1564.jpg,"[704, 86, 64, 43]",0
Train_1788.jpg,"[768, 86, 64, 43]",1
Train_643.jpg,"[896, 86, 64, 43]",1
Train_573.jpg,"[960, 86, 64, 43]",0
Train_1573.jpg,"[1024, 86, 64, 43]",1
Train_204.jpg,"[1088, 86, 64, 43]",1
Train_1182.jpg,"[1216, 86, 64, 43]",1
Train_1555.jpg,"[1280, 86, 64, 43]",0
Train_535.jpg,"[1472, 86, 64, 43]",1
